job_id,company_name,model_response
732,Fortunoff Backyard Store," {
  ""Core Responsibilities"": ""Process sales, greet customers, manage after-sale issues, assist with opening/closing procedures, review open invoices, engage in deescalation techniques, maintain a clean showroom, support warehouse and delivery drivers, respond to communications, occasional travel to assist other locations"",
  ""Required Skills"": ""Customer service, teamwork, ability to lift up to 50 lbs, sales experience"",
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"", 
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""$30,000 per year, 401k matching, dental, employee discount, health insurance, life insurance, professional development assistance, tuition reimbursement, vision insurance""
}"
733,Crate and Barrel," {
  ""Core Responsibilities"": ""Helping customers furnish rooms or find accent pieces by building relationships, providing advice, and using product knowledge. Staying up-to-date on latest trends."",
  ""Required Skills"": ""Passion for helping customers with home furnishings. Comprehensive product knowledge. Ability to build long-term customer relationships. Proven sales ability."", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Experience working in a competitive team sales environment."",
  ""Compensation and Benefits"": ""N/A""
}"
734,Arhaus Furniture," {
  ""Core Responsibilities"": ""Maximizing sales and delivering exceptional customer service. Assisting clients with selecting, customizing, and purchasing merchandise. Providing customer service, space planning assistance, and maintaining a sales driven focus."",
  ""Required Skills"": ""High school diploma required, college preferred. Retail experience. Ability to work nights and weekends. Intermediate computer literacy. Self-motivated with ability to work independently. Ability to work well with others. Willingness to work extended hours."",
  ""Educational Requirements"": ""High school diploma required, college preferred."", 
  ""Experience Level"": ""Some work experience in a retail environment."",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""Base salary plus commission and team bonus. Exceptional advancement opportunities. Competitive earnings, bonus opportunities and employee discount. Medical, dental and life insurance benefits. Retirement program and college savings plan. Paid vacations and holidays for full-time employees.""
}"
735,Dandelion Travels," {
  ""Core Responsibilities"": ""Communicate with customers via phone, email and chat. Provide knowledgeable information regarding travel destinations, culture, weather. Work with variety of vendors/suppliers to meet clients' needs. Update clients' records as necessary."",
  ""Required Skills"": ""N/A"", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
736,THE MODERN HELLO.," {
  ""Core Responsibilities"": ""Identify customers needs and use knowledge database to recommend solutions to customer issues/concerns. Handle large volume of phone calls in accordance with policies and procedures. Answer customer questions regarding products and services. Create tickets in the client database to document customer interactions. Maintain customer accounts (e.g. update contact information, document phone interactions, update special preferences). May sell additional services by recognizing opportunities to upsell accounts, explaining new features."",
  ""Required Skills"": ""Previous customer service experience preferred but not required. Excellent verbal and written communication skills required. Strong interpersonal and problem solving skills. Ability to multitask in a fast-paced environment."", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Attention to detail."",
  ""Compensation and Benefits"": ""Salary range for several positions $15 to $17 per hour.""
}"
737,Cigna," {
  ""Core Responsibilities"": ""Respond to inquiries from healthcare professionals regarding medication prior authorizations via phone, fax and online. Collect clinical data, conduct initial screening of requests, approve requests if criteria is met, and refer complex cases to pharmacists."",
  ""Required Skills"": ""Proficient computer and Microsoft Office skills. Excellent communication and interpersonal skills. Critical thinking and problem solving skills."",  
  ""Educational Requirements"": ""High school diploma or GED required."",
  ""Experience Level"": ""1-5 years of contact center/customer service experience."",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""Hourly rate anticipated to be $15/hour depending on experience and location. Eligible for annual bonus plan. Benefits include health insurance, 401k with match, paid time off, and other standard employee benefits.""
}"
738,Royal Recruiter," {
  ""Core Responsibilities"": ""Handle incoming customer calls and inquiries, provide product/service information, address complaints, troubleshoot issues, process orders and payments."",
  ""Required Skills"": ""Excellent communication skills, typing skills (40+ wpm), problem-solving abilities, multitasking, high school diploma or college degree, ability to complete paid training program."",
  ""Educational Requirements"": ""High school diploma or college degree."",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""N/A"", 
  ""Compensation and Benefits"": ""N/A""
}"
739,JoAnn," {
  ""Core Responsibilities"": ""Interact with customers, process transactions, stock shelves, maintain store appearance, assist other team members."",
  ""Required Skills"": ""Customer service skills, communication skills, ability to lift up to 50 lbs."", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""No experience required. Preferred 1-2 years in customer service."",
  ""Preferred Qualifications"": ""Previous retail or customer service experience."",
  ""Compensation and Benefits"": ""N/A""
}"
740,Domino's," {
  ""Core Responsibilities"": ""Learning and operating all functions within the Dominos Pizza store, following Dominos procedures and standards"",
  ""Required Skills"": ""Ability to work in a fast-paced environment, work well in teams, operate all job functions in the Dominos system"", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"", 
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
741,Caretenders VNA," {
  ""Core Responsibilities"": ""Coordinates patient referrals, evaluates patient suitability for home health services, acts as a liaison between patients/caregivers and physicians/nurses, schedules and coordinates physician follow-ups, communicates physician orders and patient reports, facilitates DME equipment and services, meets admission and performance goals, participates in sales calls and inservices."",
  ""Required Skills"": ""Licensed clinical experience, current driver's license and vehicle, computer skills including Microsoft Outlook and CRM software, presentation, negotiation and relationship building skills, ability to work independently with minimal supervision."",  
  ""Educational Requirements"": ""Formalized clinical training from an accredited institution."",
  ""Experience Level"": ""Prior home health experience required."",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
742,FedEx Express," {
  ""Core Responsibilities"": ""Operate equipment to safely and efficiently move packages, documents, heavyweight and dangerous goods. Assist with building and breaking down pallets containing heavyweight freight. Serve as a liaison between the company and ULD repair vendors."",
  ""Required Skills"": ""Ability to lift up to 70 lbs. Ability to maneuver packages above 70 lbs with appropriate equipment. Clerical experience including typing and general office duties preferred. Good communication and human relations skills. Experience with movement of heavyweight freight using forklifts, tugs, and other loading/unloading equipment preferred. Valid driver's license required."",
  ""Educational Requirements"": ""N/A"", 
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
743,Danbury Senior Living," {
  ""Core Responsibilities"": ""Resident care and assisting with activities of daily living like bathing, hygiene, meals, activities, appointments, and other daily needs."",
  ""Required Skills"": ""Experience working in senior living. Cheerful disposition and love of seniors."",
  ""Educational Requirements"": ""N/A"", 
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
744,Dunkirk Rehabilitation and Nursing Center," {
  ""Core Responsibilities"": ""Assesses, plans, implements and evaluates the nursing care of residents within the skilled nursing setting. Responsible for ensuring continuity of care of the residents between shifts by providing direct care as well as supervising the care given by CNAs, LPNs and supportive staff members. Participates in resident and family teaching, maintains role as resident advocate with a focus on the facility’s mission."",
  ""Required Skills"": ""RN license in NY state, CPR and IV certifications, strong leadership and excellent clinical skills."",
  ""Educational Requirements"": ""Graduation from an accredited program in nursing."",
  ""Experience Level"": ""Minimum of 1 year long term care RN supervision experience."",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
745,CoreCivic," {
  ""Core Responsibilities"": ""Perform routine duties of a correctional officer to maintain order and provide for the safety, security, care and supervision of inmates. Work any shift and be assigned to various posts like housing units, kitchen, visitation."",
  ""Required Skills"": ""High school diploma or GED. Able to complete pre-service correctional officer training and obtain required licensing. Valid driver's license."",  
  ""Educational Requirements"": ""High school diploma, GED or equivalent."",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""Competitive wages, comprehensive benefits package, PTO, paid holidays.""
}"
746,Bassett," {
  ""Core Responsibilities"": ""Designing furniture solutions for customers based on their needs and preferences through in-home design consultations. Building relationships with customers and providing excellent service."",
  ""Required Skills"": ""Passion for design, sales experience, communication and interpersonal skills, coordination of colors and textures, computer proficiency."",
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Proven track record of success in sales, polished image, career-minded professionalism, ability to listen and translate customer wants into design choices."",
  ""Compensation and Benefits"": ""Starting guaranteed salary of $20/hour, incredible bonus opportunities, positive family work environment, retail hours with flexible work schedule, health coverage, tuition assistance, generous employee discounts.""
}"
747,Ethan Allen," {
  ""Core Responsibilities"": ""Work with new and existing clients to create customized home design solutions, sell ideas, products and services. Establish relationships and operate an interior design business within the company's program."",
  ""Required Skills"": ""Interior design knowledge and passion, space planning, ability to establish and maintain client relationships, experience with technology like room planner, augmented reality, and live chat."", 
  ""Educational Requirements"": ""Design related degree or 3+ years experience in a design related field."",
  ""Experience Level"": ""3+ years experience in a design related field."",
  ""Preferred Qualifications"": ""Professional portfolio."",
  ""Compensation and Benefits"": ""Competitive compensation and perks program, health insurance, dental and vision insurance, health savings accounts.""
}"
748,Baylor Scott & White Health," {
  ""Core Responsibilities"": ""Performs general and complex case management tasks like conducting assessments, developing care plans, coordinating services, resolving issues, achieving metrics, assisting and mentoring team members, meeting documentation standards, auditing, and participating in projects and meetings."",
  ""Required Skills"": ""5 years of experience in healthcare, behavioral health or managed care. Case management experience preferred. CCM certification preferred. Experience leading others preferred. For RNs: Associate's degree in nursing required, Bachelor's preferred. For social workers: Bachelor's in social work required, Master's preferred. For counselors: Bachelor's in counseling required, Master's preferred."", 
  ""Educational Requirements"": ""Associate's degree or higher in nursing, social work, or counseling depending on role."",
  ""Experience Level"": ""5 years"",
  ""Preferred Qualifications"": ""Certified Case Manager (CCM) certification. Bachelor's degree in respective field. Experience leading others."",
  ""Compensation and Benefits"": ""Competitive benefits package including: health and welfare benefits, 401(k) with matching, tuition reimbursement, and PTO accrual from day one.""
}"
749,"Newell Brands  Hoboken, NJ    On-site"," {
  ""Core Responsibilities"": ""Execute the digital graphic design needs to support quality production of global ecommerce graphic content for multiple brands within multiple ecommerce eretailers standards; collaborate with internal teams as well as with 3rd parties to deliver best-in-class digital graphic design assets; manage tight deadlines along with high volume production; multitask & express strong prioritization skills while working on several brands daily; work with copywriters, user experience and brand leaders to seamlessly create supporting graphics that will support different types product/content experiences; art direct designers and production artists to deliver best-in-class digital assets; direct brand and product photo and video shoots, direction, storyboards, etc. in consult of Creative Director"",
  ""Required Skills"": ""Bachelor's degree or university degree in graphic design or similar field; At least 5 years of experience executing graphic content creation and editing including experience in development of web assets, social media campaigns, email templates, marketing assets for print, web, graphic design and advanced image editing; Self-starter who is a collaborative, detail-oriented and enthusiastic team player; Commercial photo & video studio experience including storyboarding, shoot planning, and art direction; Advanced Adobe Photoshop graphic design experience; Vigilantly detail-oriented and deadline focused with an intense attention to detail both in project-based requirements as well as digital shelf graphic content; Understanding of basic principles of UX/UI; Hands-on experience working with digital shelf product list, product detail, and banners pages on retailer websites including but not limited to Amazon.com, Target.com, and Walmart.com; Coding (HTML/CSS) knowledge; Video editing/motion graphics experience"",
  ""Educational Requirements"": ""Bachelor's degree or university degree in graphic design or similar field"",
  ""Experience Level"": ""At least 5 years of experience"",
  ""Preferred Qualifications"": ""Coding (HTML/CSS) knowledge; Video editing/motion graphics experience"",
  ""Compensation and Benefits"": ""N/A""
}"
750,"AARP  New York, NY "," {
  ""Core Responsibilities"": ""Develop design concepts and layouts for multichannel marketing campaigns for AARP. Provide art direction and oversight for designers. Take campaigns from concept to completion while adhering to objectives, accuracy, and timelines. Identify process improvements."",
  ""Required Skills"": ""3+ years experience as an Art Director. Proficiency with design tools like Adobe Creative Suite. Ability to lead and manage projects end-to-end. Strong project management and organizational skills. Collaborative team player."",  
  ""Educational Requirements"": ""Bachelor's degree in Art, Design or related field."",
  ""Experience Level"": ""3+ years of advertising/design/art director experience in print and digital."",
  ""Preferred Qualifications"": ""Experience with video editing. Strong quality control skills."",
  ""Compensation and Benefits"": ""Competitive pay and benefits including 401k, health insurance, paid time off, and tuition reimbursement.""
}"
751,Thinx Inc.  New York City Metropolitan Area   Hybrid," {
  ""Core Responsibilities"": ""Craft conceptually powerful, visually stunning art direction for multichannel campaigns. Manage one full-time retoucher. Collaborate with creative team to create on-brief art direction. Deliver artfully crafted assets that elevate each brand and channel."",
  ""Required Skills"": ""Mastery of integrated multichannel art direction. Proven experience creating big ideas and photo/video art direction for all channels. Photo and video production and editing experience. Excellent problem solving, critical thinking, collaboration and communication skills. Familiarity with history of photography, film and art."", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""5+ years of experience in integrated multichannel art direction"",
  ""Preferred Qualifications"": ""Creative agency or publication experience. Brand-side experience. Experience art directing TV commercials. Established relationships with photographers, videographers and agents."",
  ""Compensation and Benefits"": ""Company match retirement plan. Generous parental leave and child care stipend. Unlimited PTO. Annual training stipend. Monthly mental health days. Product discount. Wellness stipend. WFH stipend.""
}"
752,Plaid," {
  ""Core Responsibilities"": ""leading and managing the legal commercial team, overseeing and improving legal systems and processes, negotiating complex commercial agreements, acting as a strategic advisor for business stakeholders"",
  ""Required Skills"": ""7+ years experience as an in-house commercial counsel or at a law firm, experience leading a commercial legal team, experience with complex technology and data agreements, strong understanding of data privacy"",
  ""Educational Requirements"": ""N/A"", 
  ""Experience Level"": ""7+ years in a similar in-house or law firm role"",
  ""Preferred Qualifications"": ""In-house legal department management experience, experience with large enterprise tech deals and multiparty ecosystems, high volume deal experience using processes and technology"",
  ""Compensation and Benefits"": ""N/A""
}"
753,"Axiom   New York, NY On-site"," {
  ""Core Responsibilities"": ""Working with and advising corporate clients directly as well as the ability to provide entrepreneurial pragmatic business-oriented advice. The ability to thrive in a large fast-paced environment with a high level of professionalism and outstanding business judgment. Maintain strong collaborative relationships with internal business partners and stakeholders."",
  ""Required Skills"": ""5+ years of significant transactional experience preferably in an in-house environment negotiating a wide variety of commercial contracts including but not limited to procurement, customer/sales agreements, NDAs and MSAs. Experience working independently and cross-functionally. Experience taking on complex projects. Excellent interpersonal skills. Active membership and good standing in the state in which you currently reside."", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""5+ years of significant transactional experience"",
  ""Preferred Qualifications"": ""Experience creating contract templates and/or experience managing contract databases is a plus"",
  ""Compensation and Benefits"": ""This role offers competitive compensation and a highly competitive benefits package in the alternative legal services marketplace that includes health benefits and more. Axiomites also get access to professional development tools and resources and learning and development programs. Axiomites predominately work remotely with the exception that some clients require onsite presence.""
}"
754,Pagaya," {
  ""Core Responsibilities"": ""Own Pagaya's engagement and demand/lead gen strategy for key areas of the business. Develop processes, platforms and campaigns to reach target industries and audience segments. Support value proposition and product offerings through marketing and sales funnel."",
  ""Required Skills"": ""5+ years of marketing experience in inbound marketing, demand generation, paid media and/or account-based marketing. BA in communications, journalism, public relations, marketing or related field. Prior experience in growth marketing. Proficient in analyzing data to solve problems. Strong project management and communication skills."",  
  ""Educational Requirements"": ""BA in communications, journalism, public relations, marketing or related field"",
  ""Experience Level"": ""5+ years of marketing experience"",
  ""Preferred Qualifications"": ""Experience with startups or fintech"",
  ""Compensation and Benefits"": ""N/A""
}"
755,Altice USA," {
  ""Core Responsibilities"": ""Develop and execute marketing strategies to drive audience growth, engagement and revenue across linear, OTT and digital platforms. Lead positioning, messaging and creative development. Manage teams and budget. Develop partnerships and campaigns."",
  ""Required Skills"": ""5+ years experience in media/network marketing and team management. Strong project management, communication, presentation and strategy skills. Solid understanding of analytics and metrics. Collaborative and creative thinker."", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""5+ years"",
  ""Preferred Qualifications"": ""Experience in broadcast/cable news, streaming or related media/marketing fields. Understanding of media and telecommunications landscape."",
  ""Compensation and Benefits"": ""N/A""
}"
756,Insider Inc," {
  ""Core Responsibilities"": ""Lead marketing for ad revenue organization. Drive revenue by partnering with sales and planning teams to deliver proposals. Manage marketing activations, operations, integrated marketing and research. Partner with executive team on voice and growth strategy."",
  ""Required Skills"": ""Experience in digital media advertising, especially working with ad sales teams. Strategic, solutions-oriented thinker. Excellent communicator and storyteller. Strong project management and leadership skills."",
  ""Educational Requirements"": ""N/A"",  
  ""Experience Level"": ""Proven experience in marketing leadership role."",
  ""Preferred Qualifications"": ""Relationships across media/advertising industry. Knowledge of qualitative and quantitative research. Creative communication skills for client presentations and pitches."",
  ""Compensation and Benefits"": ""Competitive total rewards including unlimited PTO, 401k match, healthcare.""
}"
757,Management Leadership For Tomorrow," {
  ""Core Responsibilities"": ""Evaluating and coaching fellows through career prep curriculum and personalized career roadmaps; tracking fellow data; developing, revising and delivering content for career prep seminars and webinars; collaborating with corporate partners."",
  ""Required Skills"": ""Bachelor's degree; 2+ years experience in corporate, professional services, financial institution or professional association setting; demonstrated understanding of success profiles in top private sector organizations; experience coaching college students/professionals; experience tracking data and using Salesforce."", 
  ""Educational Requirements"": ""Bachelor's degree"",
  ""Experience Level"": ""2+ years"",
  ""Preferred Qualifications"": ""MBA; experience recruiting and admitting fellows into career prep program."",
  ""Compensation and Benefits"": ""N/A""
}"
758,"Meijer, Inc."," {
  ""Core Responsibilities"": ""Performing inventory counts, stocking shelves, rotating inventory, assisting customers."",
  ""Required Skills"": ""Attention to detail, organization, customer service skills."",
  ""Educational Requirements"": ""High school diploma or equivalent."", 
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Previous experience in retail or inventory management."",
  ""Compensation and Benefits"": ""N/A""
}"
759,COMMERCE BANK," {
  ""Core Responsibilities"": ""Manage and service a portfolio of commercial customers including expanding, building and maintaining strong customer relationships. Handle customer service requests including loan renewals and modifications. Complete loan booking requirements including negotiating terms, reviewing documentation and assisting in the closing process. Handle reporting on loans and ensure compliance with bank policies, procedures, regulations and laws."",
  ""Required Skills"": ""Strong knowledge of commercial products, credit policies, procedures and terminology. Valid driver's license with clean driving record. Excellent analytical and problem-solving skills. Strong negotiation skills. Independent decision-making skills. Organized with strong attention to detail. Inquisitive, agile and strong team player with excellent communication skills. Intermediate Microsoft Office skills."",  
  ""Educational Requirements"": ""Bachelor's degree or equivalent experience."",
  ""Experience Level"": ""5 years of commercial banking experience."",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""N/A""
}"
760,Raising Cane's," {
  ""Core Responsibilities"": ""Lead shifts at the restaurant including operations, upholding standards, training crewmembers, assessing areas of opportunity, inventory counts, vendor orders, cleanliness, and maintenance issues. Convey company culture and lead the rewards program for crewmembers."",
  ""Required Skills"": ""Proficiency in Microsoft Office. Ability to lead, motivate, empower crewmembers, problem solve, set goals, convert plans to action, knowledge of labor laws and staffing, scheduling, cost management."",  
  ""Educational Requirements"": ""Minimum of high school diploma or equivalent required, some college preferred."",
  ""Experience Level"": ""2+ years restaurant or retail management preferred."",
  ""Preferred Qualifications"": ""New restaurant opening experience."",
  ""Compensation and Benefits"": ""Medical, dental, vision, pharmacy benefits, 401k with match, tuition reimbursement, life insurance, disability insurance, employee discount program, paid time off, holidays.""
}"
761,RB American Group LLC," {
  ""Core Responsibilities"": ""Assist with running the restaurant, leading shifts, developing team members and shift managers."",
  ""Required Skills"": ""Leadership, management, high energy, high standards."",
  ""Educational Requirements"": ""N/A"", 
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""Monthly bonuses, paid time off, 401k with company match, daily pay, medical, dental, vision, life insurance.""
}"
762,Anheuser-Busch," {
  ""Core Responsibilities"": ""Planning, overseeing and leading projects from ideation through completion. Conducting project review and creating detailed reports for executive staff. Designing risk mitigation plans to avoid delays and wrong expectations."",
  ""Required Skills"": ""Bachelor's degree in computer science, business, engineering or a related field. Proficient in Office, Word, Excel, PowerPoint. Excellent analytical skills. Good communication skills in English, written and spoken. Highly organized with ability to manage priorities and coordinate multiple projects. 2+ years of experience in beverage or consumer products industry. Experience seeing projects through the full life cycle. Strong interpersonal skills and extremely resourceful. Proven ability to complete projects according to outlined scope, budget and timeline."",  
  ""Educational Requirements"": ""Bachelor's degree in computer science, business, engineering or a related field"",
  ""Experience Level"": ""2+ years of experience in beverage or consumer products industry"",
  ""Preferred Qualifications"": ""People oriented, focused on people management and transformative leadership. Capacity to manage high stress situations. Profile linked to innovation, tuned to new trends and new market features. Must be constantly learning and evolving your knowledge in the business in which you are involved, always looking for new ways to improve team management and technical aspects of the area. Sense of ownership, used to dealing with a dynamic environment."",
  ""Compensation and Benefits"": ""Health benefits including medical, dental, vision, wellness and tax-advantaged savings and spending accounts. Life insurance and disability income protection. Generous parental leave and FMLA policies. 401(k) retirement savings options with a company matching contribution. Chance to work in a fast-paced environment among a company of owners. Free beer.""
}"
763,Microsoft Corporation," {
  ""Core Responsibilities"": ""Create strategic partnerships with key customer stakeholders. Lead delivery of solutions through project management. Drive growth and consumption. Resolve escalations and issues. Ensure contract compliance and profitability."",
  ""Required Skills"": ""Bachelor's degree in computer science, business management or related field. Project management and service delivery experience. Client-facing experience."", 
  ""Educational Requirements"": ""Bachelor's degree in computer science, business management or related field."",
  ""Experience Level"": ""5+ years of service delivery, project management and client-facing experience."",
  ""Preferred Qualifications"": ""Master's degree in computer science, business management or related field. Account management experience."",
  ""Compensation and Benefits"": ""N/A""
}"
764,US Foods," {
  ""Core Responsibilities"": ""Develop and pursue sales leads to grow new accounts and meet annual sales targets. Onboard new accounts and transition them to a territory manager."",
  ""Required Skills"": ""Minimum 3 years sales experience opening new accounts in the foodservice industry. Strong communication, negotiation, and presentation skills. Proficient with MS Office."",  
  ""Educational Requirements"": ""High school diploma or equivalent. Bachelor's degree preferred."",
  ""Experience Level"": ""Minimum 3 years sales experience required."",
  ""Preferred Qualifications"": ""Foodservice distribution or food and beverage industry experience. Existing relationships with key decision makers."",
  ""Compensation and Benefits"": ""N/A""
}"
765,"TJX Companies, Inc."," {
  ""Core Responsibilities"": ""Day-to-day responsibilities include engaging with customers, supporting a positive store culture, accurately ringing up purchases, preparing merchandise, maintaining store cleanliness and recovery standards, supporting shrink reduction goals, and performing other duties as needed."",
  ""Required Skills"": ""Excellent customer service, flexible schedule, strong organizational and communication skills, ability to handle multiple tasks, respond to changes, lift heavy objects."",
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""N/A"",
  ""Preferred Qualifications"": ""Retail customer experience preferred."",
  ""Compensation and Benefits"": ""N/A""
}"
766,Clarapath," {
  ""Core Responsibilities"": ""Program and operate CNC mill axis and CNC lathe for the manufacturing of unique parts. Operate any type and size of single spindle or multiple spindles on a variety of operations (drilling, reaming, boring, tapping, spot facing, countersinking, etc.). Operate machine shop in a fast pace environment for quick turnaround parts. Operate multiple machines concurrently. Work with design engineers to machine parts for R&D. Organize tool and equipment maintenance and upkeep of raw material stock. Optimize machining time of parts. Perform job responsibilities according to internal process specifications."",
  ""Required Skills"": ""2 years of machine shop experience. 2 years of CNC machine operation experience. Education and/or training in machine shop operations. Experience in a self-directed team environment. CNC training or 2 years experience (Haas interface preferred but not required). Capable of producing parts with tight tolerances (25 microns / .001\"") and fine finishes. Ability and willingness to use basic hand tools and measuring devices (i.e. dial calipers, protractors, micrometers, gauges, etc.) as required. Understanding of blueprint process sheet and engineering drawings interpretation. Prior working knowledge of machine shop operations, tool selection and equipment settings."",  
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""2 years of machine shop experience. 2 years of CNC machine operation experience."",
  ""Preferred Qualifications"": ""N/A"",
  ""Compensation and Benefits"": ""Competitive salary (will be commensurate with experience and education). Comprehensive benefits package available (healthcare, vision, dental and life insurances, PTO and holidays).""
}"
767,eclaro," {
  ""Core Responsibilities"": ""Support the mission assurance program by providing analysis and administration. Compile, analyze and translate critical infrastructure risk data into options. Plan and coordinate defense critical infrastructure activities. Develop dynamic web applications using C# and SQL Server."",
  ""Required Skills"": ""2+ years experience with C# and .NET web application development. Experience with database design and management, Microsoft SQL Server. Experience integrating APIs like Google Maps. Experience with web services. 1+ year experience briefing management."",  
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""2+ years of relevant work experience in fields like mission assurance, defense critical infrastructure, and critical infrastructure protection."",
  ""Preferred Qualifications"": ""DoD operations experience. Experience briefing senior management and flag officers."",
  ""Compensation and Benefits"": ""Retirement savings plan, commuter benefits, eligibility for medical/dental/vision insurance.""
}"
768,World Finer Foods," {
  ""Core Responsibilities"": ""Participate in the business process design, provide decision support to business operations through software configuration and development, work with users to translate business requirements into development specifications, conduct required development or modifications, report writing, development and maintenance of interfaces."",
  ""Required Skills"": ""Oracle EBS modules developer experience, Oracle SQLPlus, TOAD, XML Publisher, PLSQL procedures and packages, reports & form builder, Discoverer administration, Unix shell scripts, FTP transmissions, Understanding of Oracle EBS table structure and architecture, PLSQL development on Oracle applications, Research issues on My Oracle Support Metalink, EDI transaction processing relative to Oracle applications."",
  ""Educational Requirements"": ""Bachelor's degree in a related field."",
  ""Experience Level"": ""A few years of hands-on working experience in Oracle EBS."",
  ""Preferred Qualifications"": ""Oracle ASCP/Demantra, Oracle XML Publisher, Project management and change management experience."", 
  ""Compensation and Benefits"": ""N/A""
}"
769,Clarapath Inc.," {
  ""Core Responsibilities"": ""fully operate 5-axis CNC in the order of making parts, operate any type and size of single spindle or multiple spindle on a variety of operations drilling reaming boring tapping spot facing countersinking etc, use all tools jigs fixtures and gauges necessary to perform operations, work with close tolerances and fine finishes, perform tool offset and load parts, perform job responsibilities according to internal process specifications, utilize proper ppe safety equipment and follow safety procedures"",
  ""Required Skills"": ""2 years of machine shop experience in a manufacturing environment or equivalent, 2 years of CNC machine operation experience, education and/or training in machine shop operations, experience in a self-directed team environment, lean manufacturing knowledge"", 
  ""Educational Requirements"": ""N/A"",
  ""Experience Level"": ""2 years of CNC machine operation experience"",
  ""Preferred Qualifications"": ""CNC training or 2 years experience (Haas interface preferred but not required), capable of producing parts with tight tolerances (±0.01 mm) and fine finishes, ability and willingness to use basic hand tools and measuring devices (i.e. dial calipers, protractors, micrometers, gauges, etc.) as required, understanding of blueprint, process sheet and engineering drawings interpretation, prior working knowledge of machine shop operations, tool selection and equipment settings"",
  ""Compensation and Benefits"": ""Competitive salary (will be commensurate with experience and education), comprehensive benefits package available (healthcare, vision, dental and life insurances, PTO and holidays)""
}"
770,Orion Innovation," {
  ""Core Responsibilities"": ""- Ensure FMS application software meets functional and technical requirements by conducting reviews and evaluations.\n- Develop new components and enhancements to FMS applications.\n- Resolve production application issues.\n- Support software testing tracks in non-production environments.\n- Design and execute technical tests.\n- Review and provide feedback on functional business designs.\n- Troubleshoot job flow and application execution problems.\n- Gather production operation requirements and incorporate into products.\n- Coordinate with production operations units to implement new software.\n- Provide guidance and mentoring to other team members."",
  ""Required Skills"": ""Cobol, Cobol II, JCL, JCL Procs, IBM Utilities, Sync Sort Utility, File Aid Utility, CICS, SQL, SPUFI, QMF Utilities, VSAM, TSO/ISPF, OS/MVS"",  
  ""Educational Requirements"": ""Baccalaureate degree in computer science, information systems, engineering, mathematics or related field."",
  ""Experience Level"": ""6 years with baccalaureate degree, 10 years without"",
  ""Preferred Qualifications"": ""Experience as mainframe programmer analyst on at least 3 full life cycle projects. Understanding of SDLC methodologies. Strong analytical and problem solving skills. Excellent written and verbal communication skills. Accounting and/or budgeting application experience."",
  ""Compensation and Benefits"": ""N/A""
}"
